# The self-hosting configuration surface, as version 1.0.0 promised it.
#
# Five fields: where it lives, what it is, its name, its type, and whether it
# is required. What it is, is one of
#
#   value     a key in the Helm chart's values.yaml
#   variable  a Terraform variable, which is what a tfvars file names
#   output    a Terraform output, which is what a runbook command reads
#
# An output declares neither a type nor a requirement and carries a dash for
# both, because only its name is promised.
#
# tools/inputcheck holds the tree to this file, and docs/reference/stability.md
# is the promise this file is the evidence for.
#
# A LINE THAT DISAPPEARS OR CHANGES IS A MAJOR VERSION. Adding one is not, and
# `go run ./tools/inputcheck -update .` records the addition.
#
# Defaults are deliberately absent. They are not promised, they move, and
# tools/tagsync exists because image_tag's default has to move on every release.
terraform:stacks/control-plane	variable	lead_notify_email	string	optional
terraform:stacks/control-plane	variable	location	string	optional
terraform:stacks/control-plane	variable	log_retention_days	number	optional
terraform:stacks/control-plane	variable	mail_from	string	optional
terraform:stacks/control-plane	variable	max_replicas	number	optional
terraform:stacks/control-plane	variable	min_replicas	number	optional
terraform:stacks/control-plane	variable	model_prices	string	optional
terraform:stacks/control-plane	variable	monthly_budget_usd	number	optional
terraform:stacks/control-plane	variable	name	string	optional
terraform:stacks/control-plane	variable	operator_portal_enabled	bool	optional
terraform:stacks/control-plane	variable	operator_sets_plan	bool	optional
terraform:stacks/control-plane	variable	pool_max	number	optional
terraform:stacks/control-plane	variable	product_name	string	optional
terraform:stacks/control-plane	variable	provider_key_secret_enabled	bool	optional
terraform:stacks/control-plane	variable	public_url	string	optional
terraform:stacks/control-plane	variable	resend_api_key_secret_name	string	optional
terraform:stacks/control-plane	variable	resource_group_name	string	optional
terraform:stacks/control-plane	variable	self_serve_signup	bool	optional
terraform:stacks/control-plane	variable	signin_allowlist	list(string)	required
terraform:stacks/control-plane	variable	signup_url	string	optional
terraform:stacks/control-plane	variable	site_origin	string	optional
terraform:stacks/control-plane	variable	stripe_price_team	string	optional
terraform:stacks/control-plane	variable	stripe_secret_key_secret_name	string	optional
terraform:stacks/control-plane	variable	stripe_webhook_secret_secret_name	string	optional
terraform:stacks/control-plane	variable	subscription_id	string	required
terraform:stacks/tfstate	output	backend_hcl	-	-
terraform:stacks/tfstate	variable	ci_principal_id	string	optional
terraform:stacks/tfstate	variable	exemption_expires_on	string	optional
terraform:stacks/tfstate	variable	location	string	optional
terraform:stacks/tfstate	variable	public_data_policy_assignment_name	string	optional
terraform:stacks/tfstate	variable	resource_group_name	string	optional
terraform:stacks/tfstate	variable	storage_account_name	string	required
terraform:stacks/tfstate	variable	subscription_id	string	required
